Grid,xgrid,ygrid,T1_dS2S,T1_dS2S_Uncertainty,T1_Phi,T1_Phi_Uncertainty
452,140.095623,35.0540178,0.2183,0.444,50.35,28.51
453,140.137288,35.0540178,0.2843,0.4891,49.44,29.06
454,140.178953,35.0540178,0.3169,0.5091,50.59,29.91
455,140.220618,35.0540178,0.3316,0.5312,52.16,28.96
456,140.262283,35.0540178,0.3214,0.5231,49.77,28.45
457,140.303948,35.0540178,0.2788,0.5198,50.49,28.8
458,140.345613,35.0540178,0.2276,0.5471,49.81,28.5
459,140.387278,35.0540178,0.2231,0.5452,49.09,29.1
460,140.428943,35.0540178,0.2228,0.5654,49.57,29.56
461,140.470608,35.0540178,0.2693,0.5725,49.85,28.51
462,140.512273,35.0540178,0.2751,0.5772,49.17,28.86
463,140.553938,35.0540178,0.3028,0.5893,49.69,29.04
464,140.595603,35.0540178,0.327,0.6072,48.26,28.65
465,140.637268,35.0540178,0.322,0.5995,49.92,27.71
466,140.678933,35.0540178,0.3188,0.6316,49.2,29.53
467,140.720598,35.0540178,0.3233,0.6154,49.12,29.56
468,140.762263,35.0540178,0.3187,0.6089,48.79,29.07
469,140.803928,35.0540178,0.3191,0.6193,50.95,29.31
470,140.845593,35.0540178,0.314,0.6093,49.45,29.09
471,140.887258,35.0540178,0.2709,0.5961,51.06,28.2
472,140.928923,35.0540178,0.2299,0.6172,52.19,28.6
473,140.970588,35.0540178,0.2328,0.5866,50.09,29.17
474,141.012253,35.0540178,0.223,0.6011,51.43,28.68
475,141.053918,35.0540178,0.1921,0.6532,48.97,28.47
476,141.095583,35.0540178,0.2063,0.7126,48.99,28.22
477,138.304028,35.0956828,-0.1561,0.8304,49.86,28.46
478,138.345693,35.0956828,-0.1586,0.7796,49.04,28.28
479,138.387358,35.0956828,-0.1413,0.76,50.18,28.82
480,138.429023,35.0956828,-0.1518,0.7119,51.22,27.81
481,138.470688,35.0956828,-0.1595,0.6818,48.97,28.68
482,138.512353,35.0956828,-0.139,0.6912,50.4,28.13
483,138.554018,35.0956828,-0.1443,0.6909,49.77,29.76
484,138.595683,35.0956828,-0.106,0.6917,50.39,29.11
485,138.637348,35.0956828,-0.06078,0.7078,49.45,28.87
486,138.679013,35.0956828,-0.04994,0.6724,49.09,28.72
487,138.720678,35.0956828,-0.04389,0.6439,50.05,29.33
488,138.762343,35.0956828,-0.0557,0.6628,49.47,28.44
489,138.804008,35.0956828,-0.04381,0.6583,49.67,28.95
490,138.845673,35.0956828,-0.06351,0.644,49.95,28.83
491,138.887338,35.0956828,-0.06432,0.6435,50.87,29.06
492,138.929003,35.0956828,-0.07388,0.6453,51.46,28.79
493,138.970668,35.0956828,-0.02589,0.6517,50.71,28.75
494,139.012333,35.0956828,-0.002757,0.6531,48.27,28.83
495,139.053998,35.0956828,0.00327,0.6495,50.92,28.68
496,139.095663,35.0956828,0.0577,0.6339,48.96,28.69
497,139.137328,35.0956828,0.09676,0.6145,50.66,28.8
498,139.178993,35.0956828,0.1364,0.5721,51.3,28.96
499,139.220658,35.0956828,0.1501,0.5925,49.82,28.31
500,139.262323,35.0956828,0.1858,0.5851,49.35,28.3
501,139.303988,35.0956828,0.2221,0.5737,50.24,28.72
502,139.345653,35.0956828,0.2811,0.5534,51.02,28.93
503,139.387318,35.0956828,0.3238,0.5662,49.06,29.41
504,139.428983,35.0956828,0.3692,0.5446,50.45,28.59
505,139.470648,35.0956828,0.4032,0.5703,49.36,28.57
506,139.512313,35.0956828,0.4065,0.5832,48.86,28.53
507,139.553978,35.0956828,0.3895,0.5924,50.29,29.29
508,139.595643,35.0956828,0.3895,0.5672,50.08,28.62
509,139.637308,35.0956828,0.3778,0.551,50.59,28.24
510,139.678973,35.0956828,0.4331,0.5697,49.59,28.51
511,139.720638,35.0956828,0.4608,0.5556,49.99,29.03
512,139.762303,35.0956828,0.4827,0.5513,51.64,28.99
513,139.803968,35.0956828,0.5103,0.5018,48.37,29.4
514,139.845633,35.0956828,0.5715,0.5012,50.52,28.54
515,139.887298,35.0956828,0.6059,0.5181,49.66,28.07
516,139.928963,35.0956828,0.6368,0.4975,49.31,28.25
517,139.970628,35.0956828,0.6862,0.5036,49.16,28.9
518,140.012293,35.0956828,0.5465,0.5143,48.59,29.08
519,140.053958,35.0956828,0.3377,0.4824,51.58,28.93
520,140.095623,35.0956828,-0.02904,0.1083,0.2502,0.1177
521,140.137288,35.0956828,0.2208,0.4548,48.48,29.11
522,140.178953,35.0956828,0.2779,0.505,50.27,29.13
523,140.220618,35.0956828,0.2922,0.5149,49.15,28.31
524,140.262283,35.0956828,0.2675,0.5159,48.87,28.96
525,140.303948,35.0956828,0.2097,0.5118,49.82,29.88
526,140.345613,35.0956828,0.1806,0.5116,50.5,28.4
527,140.387278,35.0956828,0.1902,0.5335,48.67,29.67
528,140.428943,35.0956828,0.2187,0.5592,48.81,29
529,140.470608,35.0956828,0.2674,0.5628,48.92,28.69
530,140.512273,35.0956828,0.2757,0.5609,50.54,28.86
531,140.553938,35.0956828,0.317,0.5805,49.37,29.03
532,140.595603,35.0956828,0.3342,0.586,49.52,28.98
533,140.637268,35.0956828,0.3562,0.6023,50.16,28.61
534,140.678933,35.0956828,0.3409,0.6384,50.96,29.29
535,140.720598,35.0956828,0.343,0.6207,50.94,28.61
536,140.762263,35.0956828,0.3369,0.608,51.05,28.41
537,140.803928,35.0956828,0.3285,0.628,50.79,28.71
538,140.845593,35.0956828,0.324,0.6039,50.01,29.13
539,140.887258,35.0956828,0.3008,0.6196,49.42,28.79
540,140.928923,35.0956828,0.2566,0.5968,49.16,28.42
541,140.970588,35.0956828,0.2761,0.5967,51.68,28.44
542,141.012253,35.0956828,0.2535,0.5905,49.14,28.54
543,141.053918,35.0956828,0.2471,0.6057,51.69,29.38
544,141.095583,35.0956828,0.2664,0.7112,49.5,28.94
545,138.304028,35.1373478,-0.1483,0.814,50.19,28.93
546,138.345693,35.1373478,-0.1422,0.7735,50.22,28.7
547,138.387358,35.1373478,-0.1647,0.7237,51.19,28.7
548,138.429023,35.1373478,-0.1631,0.6813,48.72,28.87
549,138.470688,35.1373478,-0.1327,0.69,50.07,29.01
550,138.512353,35.1373478,-0.1163,0.676,49.49,29.02
551,138.554018,35.1373478,-0.1383,0.6814,47.92,28.63
552,138.595683,35.1373478,-0.09686,0.6987,50.25,28.84
553,138.637348,35.1373478,-0.05403,0.7142,48.92,28.56
554,138.679013,35.1373478,-0.05022,0.6887,50.43,28.69
555,138.720678,35.1373478,-0.07125,0.6706,49.47,29.54
556,138.762343,35.1373478,-0.07222,0.656,49.11,28.57
557,138.804008,35.1373478,-0.0591,0.637,51.62,29.21
558,138.845673,35.1373478,-0.08473,0.6339,50.16,28.72
559,138.887338,35.1373478,-0.1128,0.6384,49.55,29.67
560,138.929003,35.1373478,-0.08789,0.6492,51.59,28.6
561,138.970668,35.1373478,-0.05186,0.6293,50.3,28.92
562,139.012333,35.1373478,-0.01899,0.6283,50.6,28.56
563,139.053998,35.1373478,-0.02117,0.6134,51.08,28.99
564,139.095663,35.1373478,0.00536,0.6126,49.41,29.31
565,139.137328,35.1373478,0.03257,0.5977,51.63,28.46
566,139.178993,35.1373478,0.08416,0.5801,50.1,29.25
567,139.220658,35.1373478,0.1199,0.594,50.82,28.43
568,139.262323,35.1373478,0.1463,0.603,50.03,29.68
569,139.303988,35.1373478,0.193,0.6019,49.46,28.59
570,139.345653,35.1373478,0.2481,0.5566,49.15,29.5
571,139.387318,35.1373478,0.2856,0.5644,50,29.06
572,139.428983,35.1373478,0.3353,0.5596,49.29,28.39
573,139.470648,35.1373478,0.3799,0.5488,49.98,29.47
574,139.512313,35.1373478,0.3875,0.5861,49.92,28.81
575,139.553978,35.1373478,0.39,0.5845,48.46,28.46
576,139.595643,35.1373478,0.3903,0.593,48.75,29.1
577,139.637308,35.1373478,0.3946,0.5881,49.15,28.7
578,139.678973,35.1373478,0.4222,0.5889,50.19,28.54
579,139.720638,35.1373478,0.4567,0.5691,49.54,28.67
580,139.762303,35.1373478,0.4819,0.5513,49.69,29.18
581,139.803968,35.1373478,0.5226,0.5366,50.22,29.13
582,139.845633,35.1373478,0.5952,0.5233,51.58,28.52
583,139.887298,35.1373478,0.657,0.5148,50.45,28.75
584,139.928963,35.1373478,0.762,0.4754,50.15,28.09
585,139.970628,35.1373478,0.9929,0.1272,0.4194,0.1068
586,140.012293,35.1373478,0.6405,0.4693,50.53,29.03
587,140.053958,35.1373478,0.4408,0.5067,48.53,28.91
588,140.095623,35.1373478,0.2403,0.4778,50.9,28.1
589,140.137288,35.1373478,0.2549,0.5225,49.88,28.88
590,140.178953,35.1373478,0.2621,0.5335,50.45,28.9
591,140.220618,35.1373478,0.2755,0.5192,49.08,28.53
592,140.262283,35.1373478,0.2567,0.5252,49.24,28.88
593,140.303948,35.1373478,0.1705,0.5129,49.17,28.78
594,140.345613,35.1373478,0.07422,0.4439,49.21,28.86
595,140.387278,35.1373478,0.1541,0.4933,50.36,28.9
596,140.428943,35.1373478,0.258,0.529,49.9,29.28
597,140.470608,35.1373478,0.3076,0.5674,49.66,28.9
598,140.512273,35.1373478,0.3335,0.5924,49.8,28.36
599,140.553938,35.1373478,0.3616,0.5788,49.78,28.56
600,140.595603,35.1373478,0.3673,0.5853,51.42,28.4
601,140.637268,35.1373478,0.3616,0.594,49.01,28.55
602,140.678933,35.1373478,0.3765,0.6072,51.21,28.4
603,140.720598,35.1373478,0.3546,0.6393,50.15,29.28
604,140.762263,35.1373478,0.3593,0.6186,52.1,28.68
605,140.803928,35.1373478,0.3338,0.6299,50.32,29.29
606,140.845593,35.1373478,0.3356,0.6218,49.91,28.6
607,140.887258,35.1373478,0.3366,0.6085,49.97,29.12
608,140.928923,35.1373478,0.2916,0.5933,48.97,28.77
609,140.970588,35.1373478,0.2963,0.5758,49.99,28.68
610,141.012253,35.1373478,0.2887,0.598,50.79,28.8
611,141.053918,35.1373478,0.2688,0.6492,49.79,28.45
612,141.095583,35.1373478,0.2983,0.7182,50.84,29.21
613,138.304028,35.1790128,-0.1701,0.8281,50.02,28.58
614,138.345693,35.1790128,-0.1571,0.7463,49.38,28.43
615,138.387358,35.1790128,-0.1429,0.7075,48.82,28.23
616,138.429023,35.1790128,-0.1265,0.6595,49.63,29.25
617,138.470688,35.1790128,-0.1177,0.6654,49.62,28.53
618,138.512353,35.1790128,-0.1026,0.6768,52.04,28.97
619,138.554018,35.1790128,-0.09827,0.6615,49.52,29.63
620,138.595683,35.1790128,-0.08476,0.6746,50.71,29.16
621,138.637348,35.1790128,-0.08589,0.7117,49.61,28.99
622,138.679013,35.1790128,-0.06308,0.6812,50.34,28.62
623,138.720678,35.1790128,-0.09054,0.6591,49.82,29.31
624,138.762343,35.1790128,-0.1004,0.6486,50.7,29.55
625,138.804008,35.1790128,-0.09395,0.6089,51.53,28.1
626,138.845673,35.1790128,-0.1101,0.5895,50.43,28.61
627,138.887338,35.1790128,-0.1089,0.5993,50.48,28.69
628,138.929003,35.1790128,-0.07371,0.5956,47.78,29.22
629,138.970668,35.1790128,-0.06146,0.5871,50.1,29.2
630,139.012333,35.1790128,-0.06738,0.5905,49.16,28.57
631,139.053998,35.1790128,-0.04519,0.5674,49.48,29.14
632,139.095663,35.1790128,-0.01571,0.576,48.49,28.22
633,139.137328,35.1790128,0.005947,0.5573,52.14,28.91
634,139.178993,35.1790128,0.05358,0.5646,49.64,29.34
635,139.220658,35.1790128,0.09861,0.5861,51.12,29.28
636,139.262323,35.1790128,0.1522,0.5938,50.57,29.57
637,139.303988,35.1790128,0.1886,0.6002,50.17,28.49
638,139.345653,35.1790128,0.2276,0.6113,50.66,29.28
639,139.387318,35.1790128,0.2672,0.6023,50.62,29.03
640,139.428983,35.1790128,0.3418,0.5748,49.07,28.69
641,139.470648,35.1790128,0.3847,0.5812,49.26,29.04
642,139.512313,35.1790128,0.3813,0.5978,51.51,29.27
643,139.553978,35.1790128,0.4011,0.5809,50.16,28.09
644,139.595643,35.1790128,0.3953,0.6215,50.84,28.79
645,139.637308,35.1790128,0.4151,0.6162,48.94,29.58
646,139.678973,35.1790128,0.4263,0.5969,50.84,29.53
647,139.720638,35.1790128,0.4486,0.5832,51.49,28.72
648,139.762303,35.1790128,0.4811,0.5632,50.3,29.07
649,139.803968,35.1790128,0.5401,0.5673,50.45,28.31
650,139.845633,35.1790128,0.5783,0.5694,50.59,28.46
651,139.887298,35.1790128,0.6301,0.5466,49.63,28.76
652,139.928963,35.1790128,0.6907,0.5371,49.37,29.15
653,139.970628,35.1790128,0.7361,0.4885,50.05,29.28
654,140.012293,35.1790128,0.6103,0.4928,51.14,28.05
655,140.053958,35.1790128,0.492,0.507,50.55,29.39
656,140.095623,35.1790128,0.3678,0.5045,51,29.15
657,140.137288,35.1790128,0.3243,0.5217,48.63,29.1
658,140.178953,35.1790128,0.3053,0.5188,51.03,28.41
659,140.220618,35.1790128,0.2891,0.5071,49.68,28.6
660,140.262283,35.1790128,0.228,0.5048,50.05,28.09
661,140.303948,35.1790128,0.122,0.4557,50.8,28.48
662,140.345613,35.1790128,-0.1456,0.1003,0.4218,0.08008
663,140.387278,35.1790128,0.1174,0.4751,51.2,28.6
664,140.428943,35.1790128,0.2392,0.5341,49.9,28.69
665,140.470608,35.1790128,0.3229,0.5533,51.13,29.71
666,140.512273,35.1790128,0.3729,0.5751,49.92,29.17
667,140.553938,35.1790128,0.3751,0.5782,49.79,29.15
668,140.595603,35.1790128,0.377,0.5964,49.45,28.56
669,140.637268,35.1790128,0.3766,0.6066,51.06,29.11
670,140.678933,35.1790128,0.3971,0.6243,50.09,29.25
671,140.720598,35.1790128,0.4071,0.6239,49.21,29.31
672,140.762263,35.1790128,0.3813,0.6201,49.83,29.68
673,140.803928,35.1790128,0.3895,0.6436,50.59,29.44
674,140.845593,35.1790128,0.359,0.6161,48.97,29.02
675,140.887258,35.1790128,0.3424,0.61,49.71,28.71
676,140.928923,35.1790128,0.3074,0.5985,50.42,28.82
677,140.970588,35.1790128,0.3181,0.6013,49.95,28.96
678,141.012253,35.1790128,0.286,0.6124,50.58,28.83
679,141.053918,35.1790128,0.2916,0.6294,49.51,29.02
680,141.095583,35.1790128,0.3433,0.7121,49.58,28.88
681,138.304028,35.2206778,-0.1439,0.7813,49.58,28.08
682,138.345693,35.2206778,-0.1133,0.7178,49.18,28.91
683,138.387358,35.2206778,-0.08855,0.69,49.91,29.12
684,138.429023,35.2206778,-0.1009,0.6873,51.54,28.98
685,138.470688,35.2206778,-0.1095,0.6799,47.82,28.85
686,138.512353,35.2206778,-0.1097,0.6773,50.49,29.17
687,138.554018,35.2206778,-0.09257,0.6714,48.43,28.61
688,138.595683,35.2206778,-0.0689,0.6948,50.84,29.05
689,138.637348,35.2206778,-0.07445,0.7066,48.91,28.5
690,138.679013,35.2206778,-0.06268,0.6747,50.02,29.14
691,138.720678,35.2206778,-0.06653,0.6542,50.89,28.9
692,138.762343,35.2206778,-0.1023,0.6168,48.35,28.65
693,138.804008,35.2206778,-0.09902,0.5824,50.03,29.3
694,138.845673,35.2206778,-0.1104,0.5831,50,28.67
695,138.887338,35.2206778,-0.09004,0.5896,50.72,28.35
696,138.929003,35.2206778,-0.08749,0.5709,50.63,29.66
697,138.970668,35.2206778,-0.09029,0.5812,48.84,28.34
698,139.012333,35.2206778,-0.05894,0.5656,48.94,28.75
699,139.053998,35.2206778,-0.04548,0.5514,51.7,28.52
700,139.095663,35.2206778,-0.0461,0.555,50.79,28.96
701,139.137328,35.2206778,-0.007393,0.5486,50.39,28.87
702,139.178993,35.2206778,0.05748,0.5688,48.42,28.61
703,139.220658,35.2206778,0.114,0.6065,48.65,28.46
704,139.262323,35.2206778,0.1594,0.6061,50.07,29.25
705,139.303988,35.2206778,0.1943,0.6354,50.77,28.57
706,139.345653,35.2206778,0.2477,0.6063,50.2,29.25
707,139.387318,35.2206778,0.2839,0.5933,51.68,29.33
708,139.428983,35.2206778,0.3552,0.5614,51.22,29.04
709,139.470648,35.2206778,0.3881,0.5622,48.38,29.14
710,139.512313,35.2206778,0.4041,0.5934,48.9,28.69
711,139.553978,35.2206778,0.4117,0.5656,48.66,29.02
712,139.595643,35.2206778,0.4167,0.5935,48.74,28.87
713,139.637308,35.2206778,0.4194,0.6169,51.38,28.92
714,139.678973,35.2206778,0.4263,0.6223,51.15,28.82
715,139.720638,35.2206778,0.4446,0.6126,49.29,28.94
716,139.762303,35.2206778,0.4649,0.6036,49.97,29.31
717,139.803968,35.2206778,0.5226,0.5911,48.53,29.21
718,139.845633,35.2206778,0.5988,0.5661,49.36,28.68
719,139.887298,35.2206778,0.6175,0.5682,49.02,29.01
720,139.928963,35.2206778,0.6472,0.551,50.9,28.63
721,139.970628,35.2206778,0.675,0.525,51.04,28.77
722,140.012293,35.2206778,0.5884,0.5296,50.35,28.61
723,140.053958,35.2206778,0.5273,0.519,49.29,28.79
724,140.095623,35.2206778,0.4551,0.5001,49.6,28.38
725,140.137288,35.2206778,0.3827,0.4657,49.11,29.3
726,140.178953,35.2206778,0.3495,0.5008,50.15,29.41
727,140.220618,35.2206778,0.317,0.5133,48.48,29.51
728,140.262283,35.2206778,0.3,0.5077,49.89,29.61
729,140.303948,35.2206778,0.2181,0.506,52.12,28.66
730,140.345613,35.2206778,0.1539,0.4877,49.15,28.44
731,140.387278,35.2206778,0.2236,0.5221,50.54,29.08
732,140.428943,35.2206778,0.2807,0.5346,49.84,28.79
733,140.470608,35.2206778,0.3703,0.5507,50.21,29.07
734,140.512273,35.2206778,0.3809,0.5684,49.69,28.85
735,140.553938,35.2206778,0.3868,0.5681,49.93,29.68
736,140.595603,35.2206778,0.415,0.5917,48.39,29.18
737,140.637268,35.2206778,0.4124,0.5957,50.84,29.37
738,140.678933,35.2206778,0.4036,0.6122,48.7,28.47
739,140.720598,35.2206778,0.4045,0.6004,48.86,28.56
740,140.762263,35.2206778,0.3854,0.603,49.95,28.8
741,140.803928,35.2206778,0.3853,0.6265,49.53,28.88
742,140.845593,35.2206778,0.3797,0.617,49.64,28.47
743,140.887258,35.2206778,0.3554,0.5894,48.45,28.73
744,140.928923,35.2206778,0.3313,0.5925,51.32,28.88
745,140.970588,35.2206778,0.3411,0.6327,50.35,28.37
746,141.012253,35.2206778,0.318,0.6137,50.35,28.47
747,141.053918,35.2206778,0.3375,0.6275,49.45,29.46
748,141.095583,35.2206778,0.3669,0.7031,49.42,28.81
749,138.304028,35.2623428,-0.1332,0.794,49.7,29.2
750,138.345693,35.2623428,-0.1182,0.737,50.26,29.18
751,138.387358,35.2623428,-0.08036,0.7045,49.94,29.36
752,138.429023,35.2623428,-0.06857,0.6926,50.74,28.64
753,138.470688,35.2623428,-0.07048,0.6878,50.37,29.07
754,138.512353,35.2623428,-0.09096,0.6861,51.07,28.59
755,138.554018,35.2623428,-0.07946,0.6713,51.64,29.01
756,138.595683,35.2623428,-0.05648,0.6887,47.79,29.13
757,138.637348,35.2623428,-0.05882,0.7072,48.72,29.5
758,138.679013,35.2623428,-0.06024,0.6973,49.09,29.43
759,138.720678,35.2623428,-0.08668,0.6802,51.23,29.55
760,138.762343,35.2623428,-0.1176,0.6456,49.95,28.86
761,138.804008,35.2623428,-0.1185,0.5789,48.33,28
762,138.845673,35.2623428,-0.1184,0.5916,49.82,28.26
763,138.887338,35.2623428,-0.1259,0.5793,50.06,28.88
764,138.929003,35.2623428,-0.1319,0.5766,49.52,28.95
765,138.970668,35.2623428,-0.1247,0.5464,49.94,28.49
766,139.012333,35.2623428,-0.1098,0.5372,50.16,28.62
767,139.053998,35.2623428,-0.07513,0.555,50.2,29.1
768,139.095663,35.2623428,-0.07955,0.5287,49.17,28.81
769,139.137328,35.2623428,-0.0259,0.5295,50.55,28.5
770,139.178993,35.2623428,0.03021,0.5712,50.84,28.88
771,139.220658,35.2623428,0.08336,0.582,49.92,29.6
772,139.262323,35.2623428,0.151,0.5836,50.31,28.54
773,139.303988,35.2623428,0.2151,0.5977,49.85,27.67
774,139.345653,35.2623428,0.2789,0.5947,50.01,29.1
775,139.387318,35.2623428,0.3489,0.5977,48.03,29.05
776,139.428983,35.2623428,0.3846,0.5751,49.12,28.63
777,139.470648,35.2623428,0.4173,0.5826,49.75,28.75
778,139.512313,35.2623428,0.4431,0.5885,51.17,27.95
779,139.553978,35.2623428,0.4474,0.577,49.4,29.39
780,139.595643,35.2623428,0.4628,0.5894,48.37,27.67
781,139.637308,35.2623428,0.4567,0.6195,50.24,28.9
782,139.678973,35.2623428,0.4457,0.6374,49.69,29.37
783,139.720638,35.2623428,0.436,0.6602,49.39,28.92
784,139.762303,35.2623428,0.4835,0.6258,50.85,28.8
785,139.803968,35.2623428,0.5296,0.5766,50.74,28.92
786,139.845633,35.2623428,0.5797,0.5577,51.2,28.35
787,139.887298,35.2623428,0.5998,0.5559,49.9,28.92
788,139.928963,35.2623428,0.6504,0.535,49.34,28.52
789,139.970628,35.2623428,0.6269,0.5461,51.21,29.1
790,140.012293,35.2623428,0.5851,0.533,52.32,28.83
791,140.053958,35.2623428,0.5467,0.5123,50.29,28.21
792,140.095623,35.2623428,0.4745,0.4473,50.47,29.03
793,140.137288,35.2623428,0.4126,0.08361,0.3926,0.06308
794,140.178953,35.2623428,0.3882,0.4681,49.91,28.56
795,140.220618,35.2623428,0.376,0.5108,50.92,28.45
796,140.262283,35.2623428,0.3376,0.534,49.29,28.33
797,140.303948,35.2623428,0.3371,0.5513,50.44,28.43
798,140.345613,35.2623428,0.3079,0.5539,50.13,28.84
799,140.387278,35.2623428,0.3228,0.5423,51.86,29.29
800,140.428943,35.2623428,0.3681,0.5508,51.23,28.14
801,140.470608,35.2623428,0.3997,0.5414,50.6,28.41
802,140.512273,35.2623428,0.4096,0.5488,50,28.94
803,140.553938,35.2623428,0.3978,0.5476,51.36,29.1
804,140.595603,35.2623428,0.4338,0.5675,49.84,28.56
805,140.637268,35.2623428,0.4291,0.5964,49.77,29.3
806,140.678933,35.2623428,0.446,0.6186,50.46,28.93
807,140.720598,35.2623428,0.4231,0.6177,50.16,29.26
808,140.762263,35.2623428,0.3964,0.6121,51.44,28.37
809,140.803928,35.2623428,0.3859,0.6198,49.36,29.06
810,140.845593,35.2623428,0.3539,0.615,50.02,29.18
811,140.887258,35.2623428,0.3225,0.579,50.37,28.5
812,140.928923,35.2623428,0.3042,0.5807,48.77,28.44
813,140.970588,35.2623428,0.3336,0.5947,49.63,28.52
814,141.012253,35.2623428,0.3384,0.5771,49.48,28.56
815,141.053918,35.2623428,0.3524,0.6129,49.13,29.06
816,141.095583,35.2623428,0.3633,0.691,50.14,28.39
817,138.304028,35.3040078,-0.1353,0.7887,50.38,28.16
818,138.345693,35.3040078,-0.1147,0.7501,49.46,29.13
819,138.387358,35.3040078,-0.06524,0.7148,51.03,28.48
820,138.429023,35.3040078,-0.04075,0.7199,50.28,28.38
821,138.470688,35.3040078,-0.04481,0.7076,49.51,28.73
822,138.512353,35.3040078,-0.05809,0.7224,49.3,28.65
823,138.554018,35.3040078,-0.05898,0.705,48.07,28.92
824,138.595683,35.3040078,-0.0761,0.7177,50.37,28.63
825,138.637348,35.3040078,-0.09465,0.7185,51.71,29.3
826,138.679013,35.3040078,-0.07719,0.705,50.94,28.65
827,138.720678,35.3040078,-0.1055,0.674,49.68,28.99
828,138.762343,35.3040078,-0.1288,0.6485,49.14,29.04
829,138.804008,35.3040078,-0.1412,0.5999,48.83,28.41
830,138.845673,35.3040078,-0.1547,0.5951,48.96,28.46
831,138.887338,35.3040078,-0.1796,0.585,50.08,28.89
832,138.929003,35.3040078,-0.1694,0.58,51.6,28.77
833,138.970668,35.3040078,-0.1762,0.5527,49.1,28.81
834,139.012333,35.3040078,-0.1929,0.5383,51,28.88
835,139.053998,35.3040078,-0.1517,0.5627,50.7,28.74
836,139.095663,35.3040078,-0.1312,0.4899,49.16,28.37
837,139.137328,35.3040078,-0.09005,0.461,50.97,28.61
838,139.178993,35.3040078,-0.01879,0.5279,49.73,28.15
839,139.220658,35.3040078,0.06242,0.5662,49.52,28.86
840,139.262323,35.3040078,0.1663,0.5728,49.65,28.6
841,139.303988,35.3040078,0.297,0.6001,49.02,29.27
842,139.345653,35.3040078,0.3905,0.5761,48.9,28.73
843,139.387318,35.3040078,0.432,0.5706,49.32,28.22
844,139.428983,35.3040078,0.4425,0.5432,50.76,29.02
845,139.470648,35.3040078,0.4434,0.5673,48.59,28.58
846,139.512313,35.3040078,0.4803,0.6143,52.6,29.41
847,139.553978,35.3040078,0.4876,0.5779,48.11,28.85
848,139.595643,35.3040078,0.4849,0.587,50.03,29.02
849,139.637308,35.3040078,0.4823,0.5977,50.1,29.37
850,139.678973,35.3040078,0.4629,0.6328,48.76,29.13
851,139.720638,35.3040078,0.4609,0.669,49.52,28.62
